smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
C[C@@H]1CNCC(O)(O)[C@@H]1O	39059037	CNJGTLSEVZZBMQ-RFZPGFLSSA-N	147.174	-1.733	0	30	AAAC	
CC(=O)[C@@H](O)[C@H](O)C(C)=O	104798551	RQDWELNLPMBYMA-PHDIDXHHSA-N	146.142	-1.114	0	30	AAAC	
COC(=O)N1CC(=O)NCC1=O	39113868	OEHKZSGCTQERHR-UHFFFAOYSA-N	172.140	-1.289	0	30	AAAC	
NCC[C@H](N)C(=O)N1CCNCC1	13529538	WRBYJQJHVAKNBW-ZETCQYMHSA-N	186.259	-1.906	0	30	AAAC	
O=C(NCCO)[C@H]1CNCCN1	84928273	QKKWUENYWLFYAC-ZCFIWIBFSA-N	173.216	-2.344	0	30	AAAC	
CO[C@H]1O[C@H](CO)C[C@@H](O)[C@@H]1O	101650014	ARNZRNVPEASSLV-VZFHVOOUSA-N	178.184	-1.538	0	30	AAAC	
O=C(CO)C[C@H](O)[C@H](O)CO	100769745	OXFWZSUJNURRMW-NTSWFWBYSA-N	164.157	-2.348	0	30	AAAC	endogenous,in-man
O=CN(C=O)C=O	6731771	PFBAGGWJGZAGCG-UHFFFAOYSA-N	101.061	-1.242	0	30	AAAC	
NC1=NC(=O)[C@H](N)C(=O)N1	3581161	XSDUIRFHCZLNFF-UHFFFAOYSA-N	142.118	-2.715	0	30	AAAC	
N[C@@H]1[C@H](O)CO[C@@H](O)[C@H]1O	13349490	RWBZBZPUFHHHCU-SQOUGZDYSA-N	149.146	-2.616	0	30	AAAC	
Oc1nc2nonc2n2nnnc12	13509872	OPLJDCUJKPVHNN-UHFFFAOYSA-N	179.099	-1.239	0	30	AAAC	
N[C@@H]1[C@@H](C(=O)O)NC[C@H]1O	95923279	GKCPJCKRVBIJKM-UZBSEBFBSA-N	146.146	-2.269	0	30	AAAC	
CNC(=O)CNC[C@H](C)NC(C)=O	39125817	PHVIQRQQDJCZQK-LURJTMIESA-N	187.243	-1.153	0	30	AAAC	
N[C@]12C(=O)O[C@@H]([C@H]1O)[C@H](O)[C@H]2O	263589787	RSYKIKAAVPPJOK-IJAWEHMJSA-N	175.140	-3.294	0	30	AAAC	
O=C1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	2043472	PHOQVHQSTUBQQK-AIHAYLRMSA-N	178.140	-3.013	0	30	AAAC	in-vitro
OC[C@@H]1NCC[C@@H](O)[C@H]1O	33671247	YZNNBIPIQWYLDM-JKUQZMGJSA-N	147.174	-1.938	0	30	AAAC	endogenous,in-man
CN1CCN(NC(N)=O)CC1	39113601	VOUDNGYMQLJSJF-UHFFFAOYSA-N	158.205	-1.183	0	30	AAAC	
Cn1nnnc1[C@@H]1CNCCO1	1857666223	BNGFZQIJUDLOBF-YFKPBYRVSA-N	169.188	-1.129	0	30	AAAC	
CO[C@H]1[C@@H](O)N(CO)C(=O)N1CO	5732185	DDTMTHCUKRELBA-UHNVWZDZSA-N	192.171	-2.086	0	30	AAAC	
CNCN(C=O)C(N)=S	39079713	UGSCKFDDKHSKQV-UHFFFAOYSA-N	147.203	-1.135	0	30	AAAC	
OC[C@@H]1NCC[C@H](O)[C@H]1O	899008	YZNNBIPIQWYLDM-ZLUOBGJFSA-N	147.174	-1.938	0	30	AAAC	endogenous,in-man
N[C@@H](CO)C(=O)NCCC(=O)O	2522590	IZDRKBSVWYKCQR-BYPYZUCNSA-N	176.172	-2.103	0	30	AAAC	
C=C1NC(=O)[C@@H](CN2CC2)NC1=O	39114300	DASYOBYZSFHRHS-ZCFIWIBFSA-N	181.195	-1.570	0	30	AAAC	
CCNC[C@@H](O)CN1CCNCC1	39115235	AUYSZMZTVYOPBN-SECBINFHSA-N	187.287	-1.138	0	30	AAAC	
C1CN[C@@H]([C@H]2CNCCN2)CN1	39113765	AGUZDVQPUZKYPV-HTQZYQBOSA-N	170.260	-1.891	0	30	AAAC	
CN1CCN(C(=S)NN)CC1	39113904	JNGXJKJTJUBQSH-UHFFFAOYSA-N	174.273	-1.018	0	30	AAAC	
NCC[C@@H](O)C[C@H](N)C(=O)O	5113470	ASYBZHICIMVQII-UHNVWZDZSA-N	162.189	-1.502	0	30	AAAC	in-vitro
Nn1cnc(C(=O)O)n1	95923206	GWWJHQADLZHJFV-UHFFFAOYSA-N	128.091	-1.310	0	30	AAAC	
CN[C@H]1C(=O)N=CNC1=O	39052625	WMUHOYUOLJBQMC-UHFFFAOYSA-N	141.130	-1.741	0	30	AAAC	
CO[C@H]1NC(=O)[C@@H](OC)NC1=O	39113933	ILLBJQKCRGNJDY-PHDIDXHHSA-N	174.156	-1.823	0	30	AAAC	
CN[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	39415087	HJFJVGRAUAAGDP-XUUWZHRGSA-N	193.199	-2.994	0	30	AAAC	
CC(=O)N(C)[C@@H](CO)C(=O)O	39058251	SPWLLTVIZKVQJG-YFKPBYRVSA-N	161.157	-1.090	0	30	AAAC	
NCCNC[C@@H]1CNCCN1	39113612	OFALRSMVQSPQCA-SSDOTTSWSA-N	158.249	-1.904	0	30	AAAC	
OC[C@H]1C[C@H](CO)N1	118514300	RVXDNESKZYUPKO-RFZPGFLSSA-N	117.148	-1.299	0	30	AAAC	
CO[C@@H]1O[C@H]([C@H](O)CO)[C@H](O)[C@H]1O	96331789	ZSQBOIUCEISYSW-NYMZXIIRSA-N	194.183	-2.567	0	30	AAAC	biogenic
O=S1(=O)CCS(=O)(=O)C1	1757802	DQLOTKZORORBPO-UHFFFAOYSA-N	170.211	-1.213	0	30	AAAC	
NC(=O)[C@]1(CO)C[C@H]1CO	39064424	HXUKTVFRPMPONY-NJGYIYPDSA-N	145.158	-1.537	0	30	AAAC	
CC(=O)NCC(=O)N[C@@H](C)C(=O)O	13541808	SCVZUBLUQMMQED-BYPYZUCNSA-N	188.183	-1.288	0	30	AAAC	
C1NC[C@@]2(N1)NCNN2	39095237	IIFHXPGZXIXIKI-SCSAIBSYSA-N	129.167	-2.555	0	30	AAAC	
COCCOC(=O)N(CO)CO	2023924	SKJLIATVTKHMNL-UHFFFAOYSA-N	179.172	-1.029	0	30	AAAC	
Cn1c(=O)[nH]c(=O)c2[nH]c(=O)n(C)c21	6072310	HCUXKVFCFSVKHK-UHFFFAOYSA-N	196.166	-1.746	0	30	AAAC	biogenic,in-man
C[C@@H](O)[C@H](NCCO)C(=O)O	39058372	PMJJVHJYZQKCEQ-UHNVWZDZSA-N	163.173	-1.598	0	30	AAAC	
OC[C@@H]1C[C@@H](O)[C@@H](O)CN1	14491275	SRFZPWAZZISKCU-JKUQZMGJSA-N	147.174	-1.938	0	30	AAAC	biogenic
CN(CCO)CCOCCO	5965591	DHFGYXVVIQTUSZ-UHFFFAOYSA-N	163.217	-1.081	0	30	AAAC	
NC(=S)NCO	33650034	CALBDOUFMLLGQH-UHFFFAOYSA-N	106.150	-1.231	0	30	AAAC	
N[C@]1(CO)CO[C@H](CO)[C@H]1O	1933278119	INPMHIFYFJYIKV-HSUXUTPPSA-N	163.173	-2.572	0	30	AAAC	
CN1C(=O)[C@@H](O)N(C)C(=O)[C@H]1O	39113937	BMRAIUZOEQBBAN-AWFVSMACSA-N	174.156	-2.446	0	30	AAAC	
NCc1cnn(CCO)c1N	39135292	WGINAGCJADSXIJ-UHFFFAOYSA-N	156.189	-1.084	0	30	AAAC	
NC(=O)c1c[nH]c(C(N)=O)n1	5595900	FNLYZIGEVXDAPF-UHFFFAOYSA-N	154.129	-1.393	0	30	AAAC	
NS(=O)(=O)Cn1nnnc1S	104370911	FINUHMXUGHMVGE-UHFFFAOYSA-N	195.229	-1.792	0	30	AAAC	
NC1=N[C@H]2O[C@@H](CO)[C@H](O)[C@H]2O1	1723942	IVFVSTOFYHUJRU-KLVWXMOXSA-N	174.156	-2.222	0	30	AAAC	
CN(CC(N)=O)C(=N)N	39077787	BRUGEBPQSDJAKT-UHFFFAOYSA-N	130.151	-1.703	0	30	AAAC	
CN1CC(=O)N(C)[C@@H](O)C1=O	39113636	LFSASBPDKOKOLZ-LURJTMIESA-N	158.157	-1.765	0	30	AAAC	
O=c1[nH]c(O)nnc1CO	39061332	BDNQWCVSFMASIQ-UHFFFAOYSA-N	143.102	-1.637	0	30	AAAC	
CC(=O)N1CCN[C@@H](CO)C1	39070661	DGUZPMRLCVSJPU-SSDOTTSWSA-N	158.201	-1.201	0	30	AAAC	
NC(=O)CN1CC(=O)CC1=O	33609147	JPVVDKWRORWDAQ-UHFFFAOYSA-N	156.141	-1.727	0	30	AAAC	
C[C@H](O)CN1CCN(CCN)CC1	34165851	RIJVOTKRVIPNIZ-VIFPVBQESA-N	187.287	-1.057	0	30	AAAC	
O=C(O)C[C@H]1CNCC(=O)N1	83269142	HMOKSCKVFPVTKZ-BYPYZUCNSA-N	158.157	-1.451	0	30	AAAC	
O=C1O[C@H]([C@H](O)CO)C[C@H]1O	4691983	NSEFGBGANVMEIR-WDCZJNDASA-N	162.141	-1.984	0	30	AAAC	in-vitro
O=C1NNC(=O)[C@@H]2C[C@H]12	39095636	JUDZQAANDBTZIQ-WSOKHJQSSA-N	126.115	-1.217	0	30	AAAC	
COC[C@H](CO)N1CCNCC1	199985288	PGFJVAUAMJZZBT-QMMMGPOBSA-N	174.244	-1.101	0	30	AAAC	
NCCNC[C@H]1CNCCN1	39113613	OFALRSMVQSPQCA-ZETCQYMHSA-N	158.249	-1.904	0	30	AAAC	
CON(C)C(=O)CN1CCNCC1	40859635	OICDQPPQHVLASP-UHFFFAOYSA-N	187.243	-1.089	0	30	AAAC	
C[C@@H]1CN[C@H]2NC(N)=NC(=O)[C@H]2N1	255974859	GRGWASDEOIBWJS-WISUUJSJSA-N	183.215	-2.293	0	30	AAAC	
N[C@H](C(=O)O)[C@@H]1NC(=O)C1=O	117798028	URSDAALZRFSDMA-LWMBPPNESA-N	158.113	-2.534	0	30	AAAC	
NC(=O)[C@@H]1NC(=O)CNC1=O	215369178	JGVRNHGDWGAHBQ-VKHMYHEASA-N	157.129	-2.914	0	30	AAAC	
CN1C(=O)N[C@@H](N)[C@@H](N)C1=O	39136916	WICFJCRSEXZDDK-PWNYCUMCSA-N	158.161	-2.220	0	30	AAAC	
O=C1NC(=O)[C@@H]2NCCC[C@@H]2N1	206482108	FAXVSJWPXNLKIO-CRCLSJGQSA-N	169.184	-1.054	0	30	AAAC	
Nc1cc(=O)[nH]c(CO)n1	45787278	XIJVRNUPXOYUQH-UHFFFAOYSA-N	141.130	-1.156	0	30	AAAC	
O=C1CNCC[C@]2(CCNC2)N1	2265385453	ZRLIVBRHZNSMKG-MRVPVSSYSA-N	169.228	-1.172	0	30	AAAC	
COCN1C(=O)N(CO)[C@@H](O)[C@H]1O	5701186	KGMHAIHCEYDEIV-CRCLSJGQSA-N	192.171	-2.086	0	30	AAAC	
OC(O)CCC(O)O	33799320	LYGJUHQDLQALGX-UHFFFAOYSA-N	122.120	-1.612	0	30	AAAC	
NCC(=O)N[C@H]1CONC1=O	39067758	LHGIZPQIVKOLPV-VKHMYHEASA-N	159.145	-2.509	0	30	AAAC	
N[C@H](CCCNC=O)C(=O)O	39058185	YKSXCJIDQPBVSY-RXMQYKEDSA-N	160.173	-1.076	0	30	AAAC	
[O-][n+]1cc(CO)ncc1CO	96346922	GAYHZFZETCPPJR-UHFFFAOYSA-N	156.141	-1.300	0	30	AAAC	
O=C1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	13549687	PHOQVHQSTUBQQK-RSJOWCBRSA-N	178.140	-3.013	0	30	AAAC	
CC12NCCNC1(C)NCCN2	39113784	LQWQILRMAADMQS-UHFFFAOYSA-N	170.260	-1.196	0	30	AAAC	
C[C@H](O)CNCCNC[C@H](C)O	19360819	NXNQLKPBPWLUSX-YUMQZZPRSA-N	176.260	-1.073	0	30	AAAC	
N[C@@H]1C(=O)NC[C@@H](O)[C@@H]1O	95923276	HCHNBOFMNHKJPL-UZBSEBFBSA-N	146.146	-2.835	0	30	AAAC	
NNCCC(N)=O	104644708	STBNDRFVFXHSEO-UHFFFAOYSA-N	103.125	-1.675	0	30	AAAC	
NC1=CNC(=S)N[C@@]1(N)O	1933219992	CAKZNEBPYDCSII-SCSAIBSYSA-N	160.202	-2.131	0	30	AAAC	
N#CN(C=O)C(=N)N	140393515	RMUPNSINHUOUPL-UHFFFAOYSA-N	112.092	-1.181	0	30	AAAC	
C[C@@H]1NC(=O)C(CO)(CO)NC1=O	39115287	SJDNIINUMLYOLN-BYPYZUCNSA-N	188.183	-2.656	0	30	AAAC	
O=C(NCCO)[C@@H]1CNCCN1	84928272	QKKWUENYWLFYAC-LURJTMIESA-N	173.216	-2.344	0	30	AAAC	
N[C@@]1(C(=O)O)CC[S@](=O)C1	167258246	MZTSTIZDZRGKHJ-XUOSJQGZSA-N	163.198	-1.079	0	30	AAAC	
CCOC(=O)[C@@H]1C[C@@H](O)C(=O)N1	39116191	UZPRGYWLTRWGFD-CRCLSJGQSA-N	173.168	-1.201	0	30	AAAC	
CC(=O)[C@@H](O)[C@@H](O)C(C)=O	2016467	RQDWELNLPMBYMA-OLQVQODUSA-N	146.142	-1.114	0	30	AAAC	
[CH2]C1=CC(O)(O)C(O)(O)C=C1	223625157	SAPAOWUOJHJQMX-UHFFFAOYSA-N	157.145	-1.322	0	30	AAAC	
NC1=CNC(=S)N[C@]1(N)O	1933219991	CAKZNEBPYDCSII-BYPYZUCNSA-N	160.202	-2.131	0	30	AAAC	
C[C@H](O)CNCCNC[C@@H](C)O	19366452	NXNQLKPBPWLUSX-OCAPTIKFSA-N	176.260	-1.073	0	30	AAAC	
CC(=O)N1CC1(C(N)=O)C(N)=O	39069489	BYVHMTZCIUJPID-UHFFFAOYSA-N	171.156	-2.442	0	30	AAAC	
CCOC(=O)[C@@H]1NC=N[C@H]1N	39057990	AXKWOLWGODVHLU-RFZPGFLSSA-N	157.173	-1.166	0	30	AAAC	
CN1C(=O)CNC(=O)[C@H]1CO	39113641	GPIWWBCVBLPYCZ-SCSAIBSYSA-N	158.157	-2.065	0	30	AAAC	
C[C@@H]1NC(=O)[C@H](CON)NC1=O	96333752	NEPHRNHDXGKJEN-IMJSIDKUSA-N	173.172	-2.120	0	30	AAAC	
N=C(NCC(=O)O)NP(=O)(O)O	4096038	UUZLOPBEONRDRY-UHFFFAOYSA-N	197.087	-1.722	0	30	AAAC	endogenous,in-man
N[C@](CO)(CC(=O)O)C(=O)O	18682836	YGLOQRWELYMJBX-YFKPBYRVSA-N	163.129	-1.765	0	30	AAAC	
OCCOCOCCO	1841154	YSPADHLUBJTJLN-UHFFFAOYSA-N	136.147	-1.038	0	30	AAAC	
C1CN[C@H]([C@@H]2CNCCN2)CN1	39113763	AGUZDVQPUZKYPV-YUMQZZPRSA-N	170.260	-1.891	0	30	AAAC	
COC(=O)[C@H](CC(N)=O)NC(C)=O	3125974	XSNYYWBWJRBJHM-YFKPBYRVSA-N	188.183	-1.461	0	30	AAAC	
C[n+]1cncc(C[C@H](N)C(=O)O)c1	1857779603	NFNBARMAYGXHGC-ZETCQYMHSA-O	182.203	-1.140	0	30	AAAC	
OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O)[C@H]1O	139906371	TVKYRGWJELUGNG-AZEWMMITSA-N	178.184	-2.558	0	30	AAAC	biogenic
NC(=O)[C@@H]1C[C@H](O)CN1N=O	238538002	ONWBZNUSIZRZMT-IMJSIDKUSA-N	159.145	-1.412	0	30	AAAC	
CO[C@H]1NC(=O)N(CO)[C@@H]1OC	5998223	RLCNRJIGKFHYRP-RFZPGFLSSA-N	176.172	-1.094	0	30	AAAC	
O=C1NC[C@H](C(=O)O)C(=O)N1	67172081	WPICHSHYZZLJMY-REOHCLBHSA-N	158.113	-1.473	0	30	AAAC	
C1=N[C@@H]2NC=N[C@@H]2C(n2cncn2)=N1	104400757	CABGMOONTUWKFY-WDSKDSINSA-N	189.182	-1.107	0	30	AAAC	
N[C@H](CC(=O)O)[C@H](O)C(=O)O	13353960	FYEASJKRDJYNDI-FONMRSAGSA-N	163.129	-1.766	0	30	AAAC	biogenic
CB1NBNB(C)N1	263590137	YNWGNSJLOHNXDN-UHFFFAOYSA-N	108.559	-1.729	0	30	AAAC	
N[C@@](O)(CCC(=O)O)C(=O)O	39136042	GXSDWXSYZHGBBO-RXMQYKEDSA-N	163.129	-1.417	0	30	AAAC	
CNCC(N)(CO)CO	1857786206	BKUINFKWQJRBLJ-UHFFFAOYSA-N	134.179	-2.112	0	30	AAAC	
NCCCN(CCN)CCN	34016817	VHCPBLNDTKVHTI-UHFFFAOYSA-N	160.265	-1.445	0	30	AAAC	
C[C@@H]1CN[C@@H]2NC(N)=NC(=O)[C@@H]2N1	39114413	GRGWASDEOIBWJS-UOWFLXDJSA-N	183.215	-2.293	0	30	AAAC	
O=C(O)COC(C(=O)O)C(=O)O	2002800	LVVZBNKWTVZSIU-UHFFFAOYSA-N	178.096	-1.375	0	30	AAAC	
Nc1nc(=O)[nH]c2[nH]c(=O)cnc12	45814481	VNVORMBUFQMATK-UHFFFAOYSA-N	179.139	-1.411	0	30	AAAC	
NNC1=NC(=O)CC(O)=N1	73738921	AEYAOJIQMIDOKD-UHFFFAOYSA-N	142.118	-1.308	0	30	AAAC	
Nn1ccc(=O)n(N)c1=O	116540271	WSGSLLGTPURFIO-UHFFFAOYSA-N	142.118	-2.562	0	30	AAAC	
O=C(O)[C@@H]1NC[C@@H]2ON=C(O)[C@@H]21	103978849	XJSXFNHFIBCTDU-YVZJFKFKSA-N	172.140	-1.071	0	30	AAAC	
C[C@H]1C(=O)NCCN1CCO	34263487	DYDPKFLAASLKBB-LURJTMIESA-N	158.201	-1.201	0	30	AAAC	
CCOC(=O)[C@H]1NC=N[C@@H]1N	39057991	AXKWOLWGODVHLU-WHFBIAKZSA-N	157.173	-1.166	0	30	AAAC	
O=c1cc(C(O)O)[nH]c(=O)[nH]1	39953727	DUGHQFVNXIWPEA-UHFFFAOYSA-N	158.113	-1.954	0	30	AAAC	
C1COc2nc3c(nc2=N1)NON=3	82053367	UZLRKZXFMPOIEK-UHFFFAOYSA-N	179.139	-1.620	0	30	AAAC	
NC(=O)c1ccc(NCCO)nn1	21300134	BIYKFOVJKCBPQT-UHFFFAOYSA-N	182.183	-1.020	0	30	AAAC	
C=CC(=O)NCNC(N)=O	33605253	AHFCYFDSTXEZKS-UHFFFAOYSA-N	143.146	-1.086	0	30	AAAC	
CN(C)C(=O)[C@@H](N)CC(=O)O	39135590	USAAXKNUNARPCY-BYPYZUCNSA-N	160.173	-1.123	0	30	AAAC	
OC[C@H]1COB(O)O1	197250164	HXGHIZVNPXUHFK-VKHMYHEASA-N	117.897	-1.629	0	30	AAAC	
C[C@@H](O)[C@@H]1NC(=O)[C@H](CO)NC1=O	39115294	NXHJDNOQSRLKEP-WISUUJSJSA-N	188.183	-2.657	0	30	AAAC	
C[C@H]1NC(=O)[C@@](C)(O)NC1=O	39113639	PLXRPOZBZWVXCG-AWFVSMACSA-N	158.157	-1.671	0	30	AAAC	
OCCCNCCCOB(O)O	195773106	MHESBQZGKGCYJF-UHFFFAOYSA-N	177.009	-1.665	0	30	AAAC	
OC[C@@H]1O[C@H]1CO	1666453	PENWRXZLRDTNBI-IMJSIDKUSA-N	104.105	-1.262	0	30	AAAC	
O[C@@H]1CO[C@H](O)[C@@H](O)C1	14963011	ZTOHRSGVYZXRGQ-YUPRTTJUSA-N	134.131	-1.553	0	30	AAAC	
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O	86865048	GJFIBNOHCLHAOT-IECVIRLLSA-N	193.199	-2.601	0	30	AAAC	
NN1NC(=O)c2[nH]cnc2N1	197749338	AULZAEJAJNRFGD-UHFFFAOYSA-N	154.133	-1.429	0	30	AAAC	
O=CN[C@@H]1NCCN[C@@H]1NC=O	39113832	IEXBMQJFGIRECA-OLQVQODUSA-N	172.188	-2.677	0	30	AAAC	
O=C1NCN[C@@H]2NCN[C@H]12	207959158	XLZVGCGLPLUGGX-IMJSIDKUSA-N	142.162	-2.492	0	30	AAAC	
N[C@@H]1NCN[C@H]2NCN[C@H]12	585662942	GXSFTOWUOAUHIE-UOWFLXDJSA-N	143.194	-2.734	0	30	AAAC	
Nc1c[nH]c(=O)c[n+]1[O-]	95922747	BDWZRPGXWUYNMW-UHFFFAOYSA-N	127.103	-1.410	0	30	AAAC	
C1CNCC2(C1)NCNCN2	39095296	WJMPYOFVECIHPU-UHFFFAOYSA-N	156.233	-1.237	0	30	AAAC	
COC(=O)[C@](C)(N)CC(N)=O	39058158	CTMNHIFTGPSQFP-ZCFIWIBFSA-N	160.173	-1.248	0	30	AAAC	
NC[C@H](O)[C@@H](O)CO	33610362	WIFPJDJJFUSIFP-IMJSIDKUSA-N	121.136	-2.341	0	30	AAAC	
CN1C(=O)CNC(=O)[C@@H]1CO	39113642	GPIWWBCVBLPYCZ-BYPYZUCNSA-N	158.157	-2.065	0	30	AAAC	
O[C@H]1C=C[C@H](O)[C@@H](O)[C@H]1O	33903704	LRUBQXAKGXQBHA-OMMKOOBNSA-N	146.142	-2.000	0	30	AAAC	
C[C@@H]1COC[C@](CN)(CO)N1	1535640504	NZOIRZCGMRYDIZ-RQJHMYQMSA-N	160.217	-1.316	0	30	AAAC	
NC(=O)[C@H]1C[C@@H](O)CN1N=O	238563711	ONWBZNUSIZRZMT-QWWZWVQMSA-N	159.145	-1.412	0	30	AAAC	
N[C@]1(C(=O)O)C[C@H]1CO	2244233	ZPCQSJYTXRPREU-WVZVXSGGSA-N	131.131	-1.219	0	30	AAAC	
NC(=O)C[C@H](C(=O)O)S(=O)(=O)O	5131916	BCFOOQRXUXKJCL-UWTATZPHSA-N	197.168	-1.797	0	30	AAAC	
O=C1O[C@H]([C@@H](O)C(=O)O)[C@H](O)[C@@H]1O	13552001	XECPAIJNBXCOBO-XHGCLVTGSA-N	192.123	-2.921	0	30	AAAC	endogenous,in-vitro
COC(=O)[C@H]1N[C@@H]1C(=O)O	39065766	WKBREPRICMCPNX-HRFVKAFMSA-N	145.114	-1.416	0	30	AAAC	
O=C(O)[C@H]1CNC[C@H](C(=O)O)N1	33799776	AHWWYXLUWXDFLF-QWWZWVQMSA-N	174.156	-1.914	0	30	AAAC	
CC(=O)N[C@@H](NC=O)C(=O)N(C)C	39128605	ZIQIFKUWHDHQIO-ZCFIWIBFSA-N	187.199	-1.717	0	30	AAAC	
CC(=O)N[C@@H]1NC(=O)NC1=O	39132770	CSGWGMMFAMMBSX-GSVOUGTGSA-N	157.129	-1.712	0	30	AAAC	
N[C@H]1C(=O)N[C@H](C(=O)O)[C@H]1O	100284752	OTFLHMRYVVDFLY-LAMMAJBHSA-N	160.129	-2.742	0	30	AAAC	
NC(=O)C1=C(N)[C@H](O)[C@@H]2O[C@H]2C1=O	105556412	QLMRBXGSYQJYML-ZLUOBGJFSA-N	184.151	-2.605	0	30	AAAC	biogenic
NCCCOC[C@H](O)CO	2381470	LCTPWIYQTIJTQU-ZCFIWIBFSA-N	149.190	-1.295	0	30	AAAC	
COC(=O)N[C@H](OC)C(N)=O	34115403	GKKAAYNVEGHRKQ-SCSAIBSYSA-N	162.145	-1.200	0	30	AAAC	
NC(=O)c1noc(N)n1	38803740	PQASEQJPNMSZLN-UHFFFAOYSA-N	128.091	-1.249	0	30	AAAC	
NC1=N[C@H]2O[C@H](CO)[C@@H](O)[C@H]2O1	16954284	IVFVSTOFYHUJRU-AIHAYLRMSA-N	174.156	-2.222	0	30	AAAC	
C[C@H](O[SiH](CO)CO)C(=O)O	238790487	RBZINQLKSIPUBQ-BYPYZUCNSA-N	180.232	-1.737	0	30	AAAC	
O=C(O)C1O[C@H](O)[C@@H](O)O1	39066036	DKYRLITYAZMMBF-HRFVKAFMSA-N	150.086	-1.919	0	30	AAAC	
N[C@@H]1C[C@H](CO)[C@H](O)[C@H]1O	85475805	FHNKBDPGQXLKRW-ZXXMMSQZSA-N	147.174	-1.952	0	30	AAAC	
CO[C@H]1[C@@H](O)[C@H](O)[C@@H](O)O[C@@H]1C	223462632	OMQXLHQOYBBLDL-PZRMXXKTSA-N	178.184	-1.540	0	30	AAAC	
O=CN(C(=O)C(=O)O)C(=O)C(=O)O	45820506	OKDVAZAPQJBGFU-UHFFFAOYSA-N	189.079	-2.333	0	30	AAAC	
CN(CCO)CC(N)=O	32016228	XRAFGYRWNDHQFT-UHFFFAOYSA-N	132.163	-1.604	0	30	AAAC	
O=CN[C@H]1CNC(=O)NC1=O	33637394	MDYKHCIVCWSONE-VKHMYHEASA-N	157.129	-2.060	0	30	AAAC	
CCN1CCN(C(N)=O)C(=O)C1=O	39115126	PNWJHMNWFRMQKF-UHFFFAOYSA-N	185.183	-1.244	0	30	AAAC	
O=CN[C@@H]1CNC(=O)NC1=O	33637396	MDYKHCIVCWSONE-GSVOUGTGSA-N	157.129	-2.060	0	30	AAAC	
NC(=O)CN1CCN(C(N)=O)CC1	39115215	VWOSJVRQDOQGNF-UHFFFAOYSA-N	186.215	-1.832	0	30	AAAC	
C1NC[C@]2(N1)NCNN2	39095239	IIFHXPGZXIXIKI-BYPYZUCNSA-N	129.167	-2.555	0	30	AAAC	
CNC(=O)c1no[n+]([O-])c1C	39140692	LMDLFNWOHKKTNV-UHFFFAOYSA-N	157.129	-1.024	0	30	AAAC	
CNC(=O)C[C@H]1NCCN(C)C1=O	75576905	JVKMUUCQFUOROV-ZCFIWIBFSA-N	185.227	-1.447	0	30	AAAC	
O=C1Nc2c[nH]c(=O)nc2N[C@H]1O	32203238	PHMWRCYNACXJTG-YFKPBYRVSA-N	182.139	-1.548	0	30	AAAC	
O=[N+]([O-])N(CCO)CCO	59411024	NZNQBGHDPNBRGK-UHFFFAOYSA-N	150.134	-1.535	0	30	AAAC	
OCCN[C@@H]1CNC[C@H]1O	39058936	MLPMDQRKVXXUIX-PHDIDXHHSA-N	146.190	-2.099	0	30	AAAC	
CC(=O)N[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O	196600945	KJFMWZCEHSQWQV-XUTVFYLZSA-N	189.211	-1.775	0	30	AAAC	
OC(O)O	104582791	RLAHWVDQYNDAGG-UHFFFAOYSA-N	64.040	-1.753	0	30	AAAC	
O=Cc1nnc(O)[nH]c1=O	39060898	FZKMFXULQULAEU-UHFFFAOYSA-N	141.086	-1.317	0	30	AAAC	
N[C@H]1C(=O)N[C@H]1C(=O)O	59542492	NTCFPWFFFBNPOB-JCYAYHJZSA-N	130.103	-2.103	0	30	AAAC	
NN1C=NN(CC(=O)O)C1	213088973	JNTRHHHYPSKHEX-UHFFFAOYSA-N	144.134	-1.537	0	30	AAAC	
C[C@H]1NC(=O)[C@@H](CON)NC1=O	39113886	NEPHRNHDXGKJEN-QWWZWVQMSA-N	173.172	-2.120	0	30	AAAC	
NC(=O)C1=C(N)[C@H](O)[C@H]2O[C@H]2C1=O	105556417	QLMRBXGSYQJYML-HCWXCVPCSA-N	184.151	-2.605	0	30	AAAC	biogenic
C[C@H](O)[C@@](N)(CCN)C(=O)O	39136977	WMKCSJHGWNOGBF-NJGYIYPDSA-N	162.189	-1.502	0	30	AAAC	
CO[C@H]1[C@H](O)N(CO)C(=O)N1CO	5732177	DDTMTHCUKRELBA-WHFBIAKZSA-N	192.171	-2.086	0	30	AAAC	
CCCNC(=O)[C@@H](N)C(N)=O	39135418	BKKXLOPYUGTAHW-BYPYZUCNSA-N	159.189	-1.675	0	30	AAAC	
CO[C@@H]1[C@@H](O)OC[C@@H](O)[C@@H]1O	14593936	UAXFCDNRLADBDZ-VANKVMQKSA-N	164.157	-1.928	0	30	AAAC	
